run_id,final_pnl,fees,adverse_selection,spread_capture,forced_liquidations,extra_spread_ticks,gamma,k_vol,hold_time,hedge_fraction
8187bd93,0.2319925919528032,-1.3808814115304573,-0.10684865646967685,0.911194923582166,0,15,0.16,2,2.0,1.0
6db47f98,-1.3054782935960247,-1.06342938964506,-0.18081242284121063,1.4420776845166081,0,30,0.12,6,1.0,1.0
ddb7bc20,-1.516337005827154,-0.5413505524983587,-0.11868511942356853,0.9705140519137728,0,25,0.12,6,1.5,0.025
6eae5dd6,-0.7204663415996038,-1.383942554382485,-0.20141771129394523,1.69130890239874,0,25,0.08,4,1.0,1.0
3853d275,-2.203648287591932,-0.6298803687820335,-0.1076444461924292,0.6253897732537462,0,15,0.16,2,2.0,0.025
338e6304,-2.0900913996465533,-1.120637929327602,-0.18413738209823366,1.583302600235462,0,15,0.12,6,1.0,0.025
07da5730,-2.5715884266483044,-1.2097108371225835,-0.16566942691809589,1.4972743468758212,0,25,0.08,2,1.0,0.2
63e75119,-1.1898495050209021,-2.2509575676789426,-0.21225916253947097,1.7843198942270118,0,25,0.16,2,1.0,0.2
bb9a36cb,-1.590732489947186,-0.9874672745042434,-0.10479280602769353,0.828438103317822,0,10,0.12,2,2.0,0.2
cc0694e2,-1.7518905851575255,-0.08416634800865021,-0.08151730359548447,0.9424217914558485,0,10,0.12,4,2.0,1.0
8ae9c13a,-1.7603577503487031,-1.2399385397706448,-0.11431671569593219,0.8204303753084122,0,20,0.16,4,1.5,0.2
fae2a7ef,0.4625554278372874,-0.7966178941603125,-0.18302689062881652,1.3280525023021255,0,15,0.16,2,1.0,0.025
4e81d6f8,-1.2988499586717808,-0.07816086989812722,-0.09770452415333482,0.7750196422240686,0,30,0.16,4,2.0,0.025
7a6e4654,-1.6674903515304322,-1.3183636978932076,-0.12897426358861946,1.0888656654662148,0,10,0.16,2,1.5,0.025
d2c77a06,-1.03320940503545,-2.5720008655517628,-0.1914614068590753,1.4813535408113434,0,30,0.16,4,1.0,0.025
4de9aec9,0.49007990982499905,-1.002977983877143,-0.09759927691566733,0.8105100489429148,0,30,0.16,4,2.0,1.0
b07ef636,-0.7054781695114798,-0.5107317364710998,-0.11069557859255998,0.8199044280949767,0,20,0.16,4,1.5,0.025
c23a856d,-3.0174982592907327,-0.988070086985885,-0.15558537946918918,1.2574480380136406,0,20,0.12,6,1.5,0.2
